restaurant,city,features
"Afghan Kebab House", "new_york", "Quirky Afghanistan Middle_Eastern Excellent_Food Good_Service Fair_Decor $15-$30"
"Delmonico's", "new_york", "An_Historic_Spot Continental Good_Food Good_Service Good_Decor $15-$30"
"Honeysuckle", "new_york", "Prix_Fixe_Menus Private_Parties Private_Rooms_Available Quirky After_Hours_Dining Late_Night_Menu Dancing Entertainment Southern Soulfood Good_Food Good_Service Good_Decor $15-$30"
"EJ's Luncheonette", "new_york", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Weekend_Dining Fine_for_Dining_Alone Delivery_Available Takeout_Available Coffee_and_Dessert Special_Brunch_Menu Open_for_Breakfast American_(Traditional) Coffee_Shops Diners Excellent_Food Good_Service Good_Decor $15-$30"
"Life Cafe", "new_york", "Up_and_Coming After_Hours_Dining Late_Night_Menu Mexican Tex-Mex Vegetarian Good_Food Good_Service Good_Decor $15-$30"
"Khyber Pass", "new_york", "Weekend_Dining After_Hours_Dining Late_Night_Menu Health_Conscious_Menus Creative Afghanistan Middle_Eastern Excellent_Food Good_Service Excellent_Decor $15-$30"
"Aunt Sonia's", "new_york", "Creative Traditional American_(Contemporary) Eclectic Excellent_Food Excellent_Service Good_Decor $15-$30"
"Colors", "new_york", "Wheelchair_Access Good_Out_of_Town_Business Prix_Fixe_Menus Hip_Place_To_Be Dancing Entertainment American_(Contemporary) Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Two Boots", "new_york", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Cajun Creole Italian Pizza Excellent_Food Good_Service Good_Decor $15-$30"
"Vivolo", "new_york", "Romantic Prix_Fixe_Menus Pre-theater_Dining Warm_spots_by_the_fire Italian Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Cafe Lalo", "new_york", "For_the_Young_and_Young_at_Heart After_Hours_Dining Late_Night_Menu Coffee_and_Dessert Pastries Excellent_Food Good_Service Excellent_Decor below_$15"
"Patsy's", "new_york", "For_the_Young_and_Young_at_Heart Prix_Fixe_Menus Delivery_Available Takeout_Available Delivery_Available Takeout_Available Italian Pizza Good_Food Good_Service Good_Decor $15-$30"
"World Yacht", "new_york", "Good_for_Younger_Kids Good_Out_of_Town_Business Weekend_Dining People_Keep_Coming_Back Romantic Prix_Fixe_Menus Private_Parties Private_Rooms_Available Dancing Entertainment Continental Good_Food Excellent_Service Extraordinary_Decor over_$50"
"MARCH", "new_york", "Good_Out_of_Town_Business Relaxed_Senior_Scene Romantic Prix_Fixe_Menus Private_Parties Private_Rooms_Available Dining_Outdoors Warm_spots_by_the_fire Creative American_(Contemporary) Extraordinary_Food Extraordinary_Service Extraordinary_Decor over_$50"
"Cho-Sen Garden", "new_york", "Chinese Jewish Excellent_Food Excellent_Service Good_Decor $15-$30"
"Piccolo Pomodoro", "new_york", "Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Lucky Cheng's", "new_york", "Up_and_Coming After_Hours_Dining Late_Night_Menu Chinese Good_Food Good_Service Good_Decor $15-$30"
"Veniero's", "new_york", "Coffee_and_Dessert Pastries Good_Food Good_Service Good_Decor $15-$30"
"Bali Burma", "new_york", "Burmese Indonesian Good_Food Good_Service Good_Decor $15-$30"
"Borsalino", "new_york", "Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Sazerac House", "new_york", "Dining_Outdoors Warm_spots_by_the_fire American_(Regional) Cajun Creole Excellent_Food Excellent_Service Good_Decor $15-$30"
"Fresco Tortilla Grill", "new_york", "Little_Known_But_Well_Liked Up_and_Coming Mexican Tex-Mex Extraordinary_Food Good_Service Poor_Decor below_$15"
"Rene Pujol", "new_york", "Warm_spots_by_the_fire French_Bistro Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"U.S.A. Border Cafe", "new_york", "Place_for_Singles Pub_Feel Up_and_Coming Mexican Tex-Mex Southwestern Excellent_Food Excellent_Service Good_Decor $15-$30"
"Live Bait", "new_york", "People_Keep_Coming_Back Place_for_Singles Pub_Feel Great_for_People_Watching After_Hours_Dining Late_Night_Menu American_(Regional) Southern Soulfood Good_Food Good_Service Good_Decor $15-$30"
"Sugar Reef", "new_york", "For_the_Young_and_Young_at_Heart Weekend_Dining Place_for_Singles Caribbean Excellent_Food Good_Service Excellent_Decor $15-$30"
"Lora", "new_york", "Fabulous_Wine_Lists Creative American_(Contemporary) Californian Eclectic Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Sabrina Monet", "new_york", "Private_Parties Private_Rooms_Available Delivery_Available Takeout_Available American_(Traditional) Good_Food Good_Service Fair_Decor $15-$30"
"Original California Taqueria", "new_york", "Excellent_Food Good_Service Fair_Decor below_$15"
"Baci", "new_york", "Italian Excellent_Food Good_Service Good_Decor $15-$30"
"Bice", "new_york", "Cab Weekend_Dining Great_for_People_Watching Dining_Outdoors Hip_Place_To_Be Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Scalinatella", "new_york", "Quiet_for_Conversation Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Rikyu", "new_york", "Japanese Excellent_Food Good_Service Fair_Decor $15-$30"
"1st Wok", "new_york", "For_the_Young_and_Young_at_Heart Chinese Excellent_Food Good_Service Fair_Decor $15-$30"
"Buona Sera", "new_york", "After_Hours_Dining Late_Night_Menu Italian Excellent_Food Good_Service Good_Decor $15-$30"
"Cent' Anni", "new_york", "Prix_Fixe_Menus Authentic Italian Extraordinary_Food Excellent_Service Good_Decor $30-$50"
"CAFE DES ARTISTES", "new_york", "Good_Out_of_Town_Business Weekend_Dining Relaxed_Senior_Scene Romantic Prix_Fixe_Menus An_Historic_Spot Hip_Place_To_Be Special_Brunch_Menu Continental French Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Albuquerque Eats", "new_york", "Wheelchair_Access People_Keep_Coming_Back After_Hours_Dining Late_Night_Menu Dancing Entertainment American_(Regional) Southwestern Good_Food Good_Service Good_Decor $15-$30"
"Bistro du Nord", "new_york", "Weekend_Dining French_Bistro Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Mayrose", "new_york", "Place_for_Singles Up_and_Coming American_(Traditional) Coffee_Shops Eclectic Good_Food Good_Service Good_Decor $15-$30"
"Nha Trang", "new_york", "Little_Known_But_Well_Liked Up_and_Coming Vietnamese Excellent_Food Excellent_Service Fair_Decor below_$15"
"Mee Noodle Shop", "new_york", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Up_and_Coming Chinese Excellent_Food Good_Service Fair_Decor below_$15"
"Le Pescadou", "new_york", "Prix_Fixe_Menus Dining_Outdoors French_Bistro Seafood Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Chao Chow*                            ", "new_york", "Excellent_Food Good_Service Fair_Decor $15-$30"
"Le Madri", "new_york", "Good_Out_of_Town_Business Weekend_Dining Power_Brokers Private_Parties Private_Rooms_Available Dining_Outdoors Hip_Place_To_Be Game Creative Italian Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Arriba Arriba", "new_york", "For_the_Young_and_Young_at_Heart People_Keep_Coming_Back After_Hours_Dining Late_Night_Menu Margaritas Mexican Tex-Mex Good_Food Good_Service Fair_Decor $15-$30"
"Villa Berulia", "new_york", "Italian Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"Trattoria Alba", "new_york", "Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Il Monello", "new_york", "Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Quiet_for_Conversation Traditional Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Sapporo East", "new_york", "Japanese Excellent_Food Good_Service Good_Decor $15-$30"
"Sardi's", "new_york", "People_Keep_Coming_Back Prix_Fixe_Menus Private_Parties Private_Rooms_Available An_Historic_Spot After_Hours_Dining Late_Night_Menu Menus_in_Braille Italian Good_Food Excellent_Service Excellent_Decor $30-$50"
"Tony's Di Napoli", "new_york", "Italian Good_Food Good_Service Good_Decor $15-$30"
"Christ Cella", "new_york", "Prix_Fixe_Menus American_(Traditional) Steakhouses Extraordinary_Food Excellent_Service Good_Decor over_$50"
"Bienvenue Restaurant", "new_york", "Prix_Fixe_Menus Authentic French_Bistro Excellent_Food Excellent_Service Good_Decor $15-$30"
"Sushi Zen", "new_york", "Japanese Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Gandhi", "new_york", "Quirky Up_and_Coming After_Hours_Dining Late_Night_Menu Indian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Metropolitan Cafe", "new_york", "Private_Parties Private_Rooms_Available Dining_Outdoors Old_World_Cafe_Charm Special_Brunch_Menu Traditional Continental Eclectic Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Zoe", "new_york", "Wheelchair_Access Place_for_Singles Private_Parties Private_Rooms_Available Hip_Place_To_Be Special_Brunch_Menu Creative American_(Contemporary) Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Ruby's River Road", "new_york", "Good_Food Good_Service Good_Decor $15-$30"
"Barolo", "new_york", "Weekend_Dining Private_Parties Private_Rooms_Available Dining_Outdoors After_Hours_Dining Late_Night_Menu Italian Excellent_Food Excellent_Service Extraordinary_Decor $30-$50"
"Kiiroi Hana", "new_york", "Delivery_Available Takeout_Available Japanese Excellent_Food Excellent_Service Good_Decor $15-$30"
"Pipeline", "new_york", "People_Keep_Coming_Back Dining_Outdoors Dancing Entertainment American_(Traditional) Hamburgers_&_Beer Good_Food Good_Service Good_Decor $15-$30"
"Pasta Presto", "new_york", "Good_for_Younger_Kids People_Keep_Coming_Back After_Hours_Dining Late_Night_Menu Delivery_Available Takeout_Available Italian Good_Food Good_Service Fair_Decor $15-$30"
"Savoy", "new_york", "Warm_spots_by_the_fire American_(Contemporary) Eclectic Mediterranean Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Coffee Shop", "new_york", "People_Keep_Coming_Back Place_for_Singles Private_Parties Private_Rooms_Available Dining_Outdoors After_Hours_Dining Late_Night_Menu Dancing Entertainment Special_Brunch_Menu American_(Traditional) Brazilian Coffee_Shops South_American Good_Food Good_Service Good_Decor $15-$30"
"Pier 25A", "new_york", "Seafood Excellent_Food Excellent_Service Good_Decor $15-$30"
"T.G.I. Friday's", "new_york", "Good_for_Younger_Kids People_Keep_Coming_Back Private_Parties Private_Rooms_Available American_(Traditional) Eclectic Hamburgers_&_Beer Fair_Food Good_Service Good_Decor $15-$30"
"Phoebe's", "new_york", "Warm_spots_by_the_fire Special_Brunch_Menu Traditional American_(Traditional) Good_Food Good_Service Excellent_Decor $15-$30"
"Spring Street Natural", "new_york", "Excellent_Food Good_Service Good_Decor $15-$30"
"La Maison Japonaise", "new_york", "Creative French-Japanese Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Eva's Cafe", "new_york", "Prix_Fixe_Menus Fine_for_Dining_Alone Traditional Authentic Hungarian Excellent_Food Good_Service Good_Decor $15-$30"
"Yellowfingers", "new_york", "Dining_Outdoors After_Hours_Dining Late_Night_Menu American_(Contemporary) Good_Food Good_Service Good_Decor $15-$30"
"101", "new_york", "Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Zen Palate (93)", "new_york", "Pre-theater_Dining Chinese Vietnamese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Remi", "new_york", "Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining Relaxed_Senior_Scene Private_Parties Private_Rooms_Available Dining_Outdoors Old_World_Cafe_Charm Authentic Italian Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Dominick's ``real homestyle'',SX", "new_york", "Weekend_Dining Quirky Authentic Italian Extraordinary_Food Good_Service Fair_Decor $15-$30"
"Cottonwood Cafe", "new_york", "For_the_Young_and_Young_at_Heart Place_for_Singles Pub_Feel Special_Brunch_Menu Mexican Tex-Mex Southern Soulfood Southwestern Good_Food Good_Service Good_Decor $15-$30"
"Kiss Bar & Grill", "new_york", "Place_for_Singles Pub_Feel Up_and_Coming American_(Contemporary) Good_Food Good_Service Good_Decor $15-$30"
"Rancho Mexican Cafe", "new_york", "Good_Food Good_Service Good_Decor $15-$30"
"FOUR SEASONS", "new_york", "Fabulous_Wine_Lists Good_Out_of_Town_Business High_Tea Relaxed_Senior_Scene Quiet_for_Conversation Prix_Fixe_Menus Pre-theater_Dining Power_Brokers Great_for_People_Watching Private_Parties Private_Rooms_Available Hip_Place_To_Be Health_Conscious_Menus Game Continental Near-perfect_Food Near-perfect_Service Near-perfect_Decor over_$50"
"Patsy's Pizza", "new_york", "After_Hours_Dining Late_Night_Menu Italian Pizza Pizza Extraordinary_Food Good_Service Fair_Decor $15-$30"
"Edwardian Room", "new_york", "Relaxed_Senior_Scene Quiet_for_Conversation Prix_Fixe_Menus An_Historic_Spot Classic_Hotel_Dining Open_for_Breakfast Continental French Excellent_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Indochine", "new_york", "Weekend_Dining Prix_Fixe_Menus Pre-theater_Dining Private_Parties Private_Rooms_Available Creative Vietnamese Excellent_Food Good_Service Excellent_Decor $30-$50"
"Zutto", "new_york", "Japanese Excellent_Food Excellent_Service Good_Decor $15-$30"
"SMITH & WOLLENSKY", "new_york", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining Power_Brokers Private_Parties Private_Rooms_Available Menus_in_Braille Steakhouses Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Shun Lee Cafe", "new_york", "For_the_Young_and_Young_at_Heart Chinese Dim_Sum Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Teachers Too", "new_york", "Weekend_Dining People_Keep_Coming_Back Dining_Outdoors American_(Regional) American_(Traditional) Good_Food Good_Service Good_Decor $15-$30"
"2nd Ave. Brasserie", "new_york", "American_(Contemporary) Excellent_Food Good_Service Good_Decor $15-$30"
"Caliente Cab Co.", "new_york", "People_Keep_Coming_Back Private_Parties Private_Rooms_Available After_Hours_Dining Late_Night_Menu Mexican Tex-Mex Fair_Food Good_Service Good_Decor $15-$30"
"Tortilla Flats", "new_york", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart People_Keep_Coming_Back Place_for_Singles After_Hours_Dining Late_Night_Menu Delivery_Available Takeout_Available Mexican Tex-Mex Southwestern Good_Food Good_Service Good_Decor $15-$30"
"Sant Ambroeus", "new_york", "Fine_for_Dining_Alone Delivery_Available Takeout_Available Coffee_and_Dessert Italian Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Manhattan Chili Co.", "new_york", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Dining_Outdoors After_Hours_Dining Late_Night_Menu Mexican Tex-Mex Southwestern Excellent_Food Good_Service Good_Decor $15-$30"
"Pudgie's", "new_york", "American_(Traditional) Good_Food Fair_Service Poor_Decor below_$15"
"44 Southwest", "new_york", "Wheelchair_Access Health_Conscious_Menus American_(Traditional) Italian Excellent_Food Good_Service Good_Decor $15-$30"
"Les Friandises", "new_york", "High_Tea Little_Known_But_Well_Liked Coffee_and_Dessert Open_for_Breakfast Pastries Extraordinary_Food Good_Service Good_Decor below_$15"
"Galil", "new_york", "Jewish Middle_Eastern Excellent_Food Good_Service Fair_Decor $15-$30"
"Mi Cocina", "new_york", "Weekend_Dining Delivery_Available Takeout_Available Mexican Tex-Mex Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Taste of Hong Kong", "new_york", "Excellent_Food Excellent_Service Good_Decor $15-$30"
"Les Routiers", "new_york", "Weekend_Dining French_Bistro Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Medici 56", "new_york", "Relaxed_Senior_Scene Up_and_Coming Delivery_Available Takeout_Available Dancing Entertainment Italian Jewish Good_Food Good_Service Good_Decor $15-$30"
"La Boulangere", "new_york", "Wheelchair_Access Relaxed_Senior_Scene Fine_for_Dining_Alone Eclectic French_Bistro Pastries Excellent_Food Good_Service Good_Decor $15-$30"
"Caribe", "new_york", "Place_for_Singles Private_Parties Private_Rooms_Available Caribbean Excellent_Food Good_Service Excellent_Decor $15-$30"
"Fifty-Seven, Fifty-Seven", "new_york", "Good_Food Good_Service Good_Decor $15-$30"
"Sfuzzi", "new_york", "Place_for_Singles Prix_Fixe_Menus Pre-theater_Dining Delivery_Available Takeout_Available Italian Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"Mr. Souvlaki", "new_york", "Greek Excellent_Food Excellent_Service Good_Decor below_$15"
"Patrissy's", "new_york", "Italian Excellent_Food Excellent_Service Good_Decor $30-$50"
"JO JO", "new_york", "Good_Out_of_Town_Business Relaxed_Senior_Scene Game Warm_spots_by_the_fire Creative French_Bistro Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Le Veau d'Or", "new_york", "Game Authentic Traditional French_Bistro Excellent_Food Excellent_Service Good_Decor $30-$50"
"Tacomadre", "new_york", "Up_and_Coming Delivery_Available Takeout_Available Burritos Tacos Mexican Tex-Mex Good_Food Fair_Service Fair_Decor below_$15"
"Mike's Bar & Grill", "new_york", "Pub_Feel Prix_Fixe_Menus Eclectic Good_Food Good_Service Good_Decor $15-$30"
"Ollie's", "new_york", "Wheelchair_Access After_Hours_Dining Late_Night_Menu Chinese Excellent_Food Good_Service Fair_Decor $15-$30"
"Patisserie J. Lanciani", "new_york", "Extraordinary_Food Good_Service Good_Decor below_$15"
