restaurant,features
2834, 222 164 224 139 54 178 5 50 204 33 146 31 65 66 88 0
2835, 8 225 222 140 217 177 172 173 154 54 7 22 43 113 65 66 64 0
2836, 222 224 174 172 173 154 37 103 48 62 22 6 89 91 88 0
2837, 80 222 172 173 178 198 36 51 187 65 66 64 0
2838, 71 225 90 222 217 174 170 94 172 173 154 54 106 78 81 50 204 33 22 209 113 134 69 67 1
2839, 225 222 164 224 139 54 198 129 65 66 88 0
2840, 65 66 88 0
2841, 225 222 224 139 154 178 5 146 13 6 52 89 66 88 229
2842, 222 139 217 170 94 154 54 178 214 106 77 33 22 19 18 120 129 184 205 89 91 88 0
2843, 92 225 158 222 140 224 174 171 154 54 220 50 204 198 6 98 89 91 88 0
2844, 222 27 45 206 65 66 88 0
2845, 225 222 164 224 139 172 173 154 5 106 103 48 62 198 113 162 65 66 64 0
2846, 154 220 48 62 84 68 69 64 0
2847, 222 140 172 173 54 220 198 127 65 66 67 0
2848, 225 222 140 154 19 113 89 91 88 0
2849, 225 222 224 154 50 204 48 62 198 6 65 66 64 0
2850, 170 94 172 173 154 106 220 50 204 22 209 6 65 66 64 0
2851, 92 225 80 222 179 224 139 94 154 106 78 81 50 204 198 146 6 65 66 64 0
2852, 92 225 80 222 164 224 139 54 113 162 65 66 88 229
2853, 225 222 172 173 154 54 50 204 33 113 65 66 64 1
2854, 222 224 139 172 173 54 50 204 33 187 89 91 72 0
2855, 92 225 222 139 172 173 154 54 50 204 113 65 66 64 0
2856, 222 224 172 173 154 36 68 66 64 0
2857, 222 224 154 54 43 218 68 66 64 0
2858, 225 222 174 218 68 69 64 0
2859, 8 222 164 224 172 173 154 54 7 103 220 198 6 6 68 69 67 1
2860, 225 222 164 179 70 54 220 198 6 187 199 65 66 67 0
2861, 71 225 90 222 224 181 174 171 170 172 173 154 106 37 78 81 22 198 84 68 69 67 1
2862, 80 222 164 224 175 53 172 173 154 54 5 50 204 198 146 209 6 98 187 65 66 64 0
2863, 226 225 222 140 123 224 139 154 218 68 66 72 229
2864, 225 222 224 139 172 173 154 36 89 91 88 0
2865, 225 222 224 139 154 130 68 74 168 229
2866, 92 226 225 123 224 139 154 70 54 113 162 68 66 64 0
2867, 222 217 174 171 50 204 33 84 68 66 64 0
2868, 225 222 174 172 173 154 54 50 204 84 84 68 69 67 1
2869, 140 181 172 173 214 106 103 22 193 89 91 88 0
2870, 225 222 224 154 206 68 66 64 0
2871, 71 90 105 222 177 174 170 94 172 173 154 106 37 77 48 62 22 198 6 6 68 69 67 1
2872, 71 90 222 170 94 154 106 33 193 218 68 66 64 0
2873, 23 226 225 222 140 224 139 154 113 162 89 91 88 0
2874, 222 174 154 106 43 115 200 68 66 88 0
2875, 80 222 164 224 139 53 94 154 54 178 5 50 204 48 62 40 198 146 6 65 91 88 0
2876, 226 222 140 224 139 106 162 68 66 64 0
2877, 222 94 172 173 54 103 50 204 198 6 6 65 66 64 0
2878, 225 222 164 224 154 54 50 204 48 62 19 198 6 187 89 91 88 0
2879, 225 222 224 154 178 146 218 68 91 168 229
2880, 225 224 50 204 43 43 110 65 69 64 0
2881, 222 123 177 174 171 172 173 154 37 22 6 68 66 67 1
2882, 71 225 90 181 217 174 170 172 173 154 54 136 50 204 33 22 197 68 69 133 1
2883, 222 224 139 94 154 178 106 146 6 52 194 65 91 72 229
2884, 80 222 172 173 178 198 36 51 187 65 66 64 0
2885, 92 225 222 139 172 173 178 220 50 204 13 43 196 89 66 64 0
2886, 222 164 172 173 154 214 106 50 204 48 62 113 65 66 64 0
2887, 222 164 224 94 154 54 178 198 120 129 184 197 65 66 64 0
2888, 71 90 217 174 154 54 214 50 204 33 22 84 68 69 67 1
2889, 225 90 222 164 224 170 94 172 173 154 103 50 204 33 22 198 209 6 98 68 69 67 1
2890, 225 222 123 217 172 173 154 70 54 50 204 113 68 66 67 0
2891, 222 94 172 173 54 178 37 7 198 59 68 66 67 0
2892, 71 222 181 177 154 54 37 22 198 6 65 66 64 0
2893, 222 140 123 224 154 206 68 69 64 0
2894, 139 170 172 173 48 62 33 19 15 194 89 91 88 229
2895, 225 222 224 95 65 66 88 0
2896, 225 222 174 84 68 66 64 1
2897, 225 222 140 154 54 50 204 48 62 33 120 197 205 68 69 67 0
2898, 222 123 177 172 173 154 54 113 68 69 67 1
2899, 222 224 139 154 54 50 204 129 184 65 91 72 229
2900, 8 225 42 59 68 69 133 1
2901, 225 222 224 139 36 51 65 66 88 0
2902, 222 164 224 175 94 106 50 204 48 62 198 146 98 113 65 66 64 0
2903, 225 222 140 217 154 22 84 84 68 69 64 1
2904, 71 225 90 174 170 94 172 173 154 22 84 68 69 67 1
2905, 225 90 105 222 179 181 217 170 94 154 136 37 22 198 6 42 68 69 133 1
2906, 80 222 164 224 94 154 54 106 206 68 69 67 0
2907, 92 225 222 164 224 139 94 154 54 106 33 198 129 68 66 64 0
2908, 124 225 222 139 154 50 204 199 65 66 64 0
2909, 217 170 172 173 154 22 84 68 69 64 0
2910, 222 174 53 171 154 5 136 220 50 204 84 73 91 64 0
2911, 225 222 139 113 68 66 64 0
2912, 222 164 224 174 154 37 50 204 48 62 198 6 65 66 64 0
2913, 225 222 164 224 172 173 154 70 54 5 50 204 198 6 6 187 65 66 67 0
2914, 225 140 170 54 178 106 50 204 33 6 59 68 66 72 229
2915, 222 164 139 53 94 54 178 214 5 106 127 162 205 89 91 88 0
2916, 225 222 224 139 154 33 15 65 91 72 229
2917, 225 80 222 164 224 139 94 172 173 154 70 54 214 5 106 48 62 198 6 6 162 89 91 88 0
2918, 222 140 224 139 218 68 66 72 229
2919, 225 222 224 5 50 204 48 62 63 68 66 64 0
2920, 225 222 224 174 154 36 65 66 88 0
2921, 92 225 158 80 222 164 179 224 139 175 5 220 198 6 98 89 66 88 0
2922, 225 222 174 154 178 214 48 62 13 130 131 65 66 67 0
2923, 225 222 217 174 172 173 154 84 68 69 67 1
2924, 225 222 217 172 173 154 130 68 66 64 0
2925, 222 224 220 109 68 66 64 0
2926, 71 90 164 181 170 94 154 136 106 48 62 22 6 187 199 68 69 67 1
2927, 222 123 54 178 214 50 204 43 6 68 69 64 0
2928, 92 226 225 158 222 179 224 139 171 154 5 78 81 146 6 52 89 66 64 229
2929, 225 80 222 140 139 154 54 214 106 78 81 50 204 6 89 91 88 0
2930, 225 222 154 37 50 204 6 65 69 64 0
2931, 225 222 123 224 154 19 198 43 109 68 69 67 0
2932, 23 225 90 105 222 181 177 174 170 94 172 173 154 70 54 37 103 77 78 81 48 62 22 6 68 69 67 1
2933, 225 222 164 179 224 174 171 172 173 154 70 54 220 50 204 198 6 187 89 66 64 0
2934, 92 80 222 164 224 139 175 172 173 198 209 6 98 194 65 66 64 0
2935, 225 222 209 65 66 64 0
2936, 225 222 224 139 154 54 33 15 120 68 91 168 229
2937, 222 224 206 68 66 88 0
2938, 225 222 140 172 173 154 54 103 50 204 33 13 113 68 66 64 0
2939, 80 222 140 164 224 175 53 171 94 172 173 154 5 50 204 22 198 146 6 15 98 65 66 67 0
2940, 222 224 174 54 48 62 33 198 95 68 66 64 0
2941, 13 120 89 91 88 0
2942, 71 225 222 164 224 174 171 94 154 78 81 22 198 6 98 65 66 64 0
2943, 71 90 94 154 22 113 68 66 67 1
2944, 54 115 68 66 88 0
2945, 222 164 224 175 214 50 204 27 45 187 68 69 88 0
2946, 226 225 222 179 224 154 54 5 146 43 196 129 89 91 72 229
2947, 225 222 224 174 54 50 204 198 146 84 65 91 88 229
2948, 92 80 222 224 139 94 54 106 198 126 129 65 66 64 0
2949, 225 222 123 174 154 43 3 68 66 64 0
2950, 225 222 224 139 172 173 154 36 51 68 66 88 0
2951, 8 222 140 181 217 174 172 173 154 54 136 37 7 220 33 84 89 91 88 0
2952, 222 139 172 173 178 106 48 62 198 6 98 183 89 91 88 0
2953, 113 89 91 88 0
2954, 226 139 115 68 66 64 0
2955, 225 222 174 172 173 154 33 198 109 68 66 67 0
2956, 226 222 139 154 19 198 109 68 66 88 0
2957, 225 222 224 139 53 154 54 214 78 81 43 6 194 65 66 88 0
2958, 80 222 224 139 154 78 81 50 204 198 6 68 66 67 0
2959, 225 222 224 174 154 37 50 204 198 6 59 89 91 64 0
2960, 225 222 224 220 50 204 209 120 65 66 64 0
2961, 222 224 171 154 5 198 36 51 65 66 88 0
2962, 222 174 53 171 172 173 154 50 204 198 43 6 6 113 113 65 66 67 0
2963, 225 222 224 139 172 173 154 103 198 146 6 194 65 66 88 229
2964, 226 225 224 154 43 218 65 66 88 229
2965, 222 181 172 173 106 7 6 68 69 67 0
2966, 226 222 140 224 139 174 154 103 33 113 162 65 66 88 0
2967, 222 174 170 172 173 154 54 106 103 84 84 68 69 64 1
2968, 222 164 139 174 94 172 173 70 54 178 5 106 48 62 198 6 115 65 66 67 0
2969, 222 224 37 50 204 198 6 65 66 64 0
2970, 225 154 50 204 22 209 113 65 66 64 0
2971, 92 226 225 80 222 140 224 154 162 65 91 72 229
2972, 224 206 68 66 64 0
2973, 225 222 123 224 154 33 127 130 68 69 88 0
2974, 225 80 222 164 224 171 154 70 54 198 209 187 65 66 64 0
2975, 226 225 224 139 154 50 204 33 113 68 69 88 0
2976, 222 224 54 178 127 68 66 64 0
2977, 225 222 224 198 109 89 91 88 0
2978, 225 90 222 181 177 174 171 170 154 54 48 62 33 22 198 109 68 69 67 1
2979, 225 90 170 172 173 154 106 37 22 42 68 69 67 1
2980, 92 225 80 222 224 139 172 173 154 54 33 15 68 66 88 0
2981, 225 172 173 154 106 220 84 84 68 69 67 0
2982, 225 222 164 224 171 154 54 78 81 48 62 198 6 6 98 65 66 64 0
2983, 225 222 172 173 54 110 193 68 66 64 0
2984, 71 90 140 177 172 173 154 54 103 22 113 187 68 69 67 1
2985, 225 222 224 174 5 209 36 51 65 91 88 229
2986, 225 222 224 170 172 173 154 209 113 68 66 64 0
2987, 222 224 50 204 110 65 66 64 0
2988, 92 225 80 222 224 139 154 54 33 6 113 162 65 66 88 0
2989, 225 90 80 222 224 53 172 173 154 178 106 103 220 33 22 196 68 69 133 1
2990, 80 164 224 94 172 173 178 7 103 220 48 62 194 89 91 64 229
2991, 71 225 90 170 94 154 106 113 68 69 67 1
2992, 225 222 224 139 172 173 154 54 220 50 204 48 62 198 27 45 89 91 64 0
2993, 225 222 224 174 154 218 68 66 72 229
2994, 226 225 222 139 154 209 113 162 89 91 88 0
2995, 92 226 225 80 222 224 139 53 172 173 154 50 204 33 6 196 65 66 88 229
2996, 225 222 164 224 139 154 54 198 209 6 98 65 66 64 0
2997, 222 123 224 154 206 68 69 64 0
2998, 225 90 105 222 224 177 172 173 37 103 220 50 204 48 62 22 198 6 42 68 69 67 1
2999, 92 225 222 224 139 172 173 154 54 103 78 81 50 204 6 15 98 65 66 64 0
3000, 225 222 164 174 53 171 94 172 173 154 70 54 37 50 204 48 62 22 6 187 89 66 64 0
3001, 80 222 164 139 94 154 54 50 204 48 62 33 31 205 65 66 67 0
3002, 23 71 225 90 222 171 170 94 172 173 154 54 106 78 81 33 22 113 68 66 67 1
3003, 222 224 154 5 129 184 65 91 72 229
3004, 123 172 173 154 33 115 68 66 64 1
3005, 225 198 129 184 196 129 65 66 64 0
3006, 225 158 222 224 139 172 173 154 54 5 50 204 48 62 19 198 6 187 89 91 88 0
3007, 222 164 181 94 172 173 154 178 106 50 204 33 198 6 6 68 66 67 0
3008, 222 224 154 54 7 220 50 204 198 209 196 68 66 67 0
3009, 225 105 222 224 139 154 54 77 78 81 50 204 40 33 198 146 6 65 91 88 229
3010, 225 222 154 48 62 13 197 68 69 64 0
3011, 222 164 175 94 172 173 220 50 204 198 6 98 199 65 66 64 0
3012, 225 222 224 154 19 36 51 65 91 88 0
3013, 222 224 217 174 53 171 154 50 204 43 13 113 68 69 64 0
3014, 50 204 48 62 113 89 91 88 0
3015, 71 90 105 181 217 174 171 170 172 173 154 136 37 22 84 134 135 67 230
3016, 225 158 222 164 224 139 154 54 5 103 50 204 198 6 6 98 89 91 88 229
3017, 8 222 123 181 172 173 154 54 37 7 220 48 62 198 6 6 134 69 133 1
3018, 225 80 222 164 224 94 154 54 106 103 50 204 196 65 66 64 0
3019, 225 172 173 154 42 130 68 69 64 0
3020, 225 222 140 181 174 171 54 50 204 198 6 68 69 67 1
3021, 225 222 224 154 36 65 66 88 229
3022, 222 164 174 94 172 173 154 54 103 50 204 33 22 198 113 65 66 64 0
3023, 225 222 164 224 139 53 154 220 22 6 98 65 66 64 0
3024, 222 224 139 154 103 50 204 198 187 65 66 88 0
3025, 140 181 94 172 173 106 103 78 81 6 68 69 67 1
3026, 225 222 123 224 154 48 62 33 19 130 68 66 64 0
3027, 226 222 224 54 50 204 33 198 146 27 45 65 91 72 229
3028, 226 225 222 224 174 19 115 65 91 72 0
3029, 225 222 164 224 139 94 154 178 106 50 204 197 205 68 66 67 0
3030, 226 225 222 224 139 94 54 178 214 50 204 33 43 31 68 66 67 0
3031, 222 224 54 50 204 87 65 66 64 0
3032, 225 222 164 224 174 53 171 172 173 154 54 78 81 48 62 198 146 6 6 65 66 64 0
3033, 225 222 140 224 154 214 106 206 89 91 88 0
3034, 226 222 139 154 54 103 187 218 89 91 72 0
3035, 225 80 222 179 224 175 174 172 173 154 70 54 48 62 33 198 146 209 6 65 66 64 0
3036, 92 225 80 222 164 179 224 139 175 53 171 172 173 154 54 5 78 81 50 204 22 198 6 15 98 187 65 66 64 0
3037, 92 80 222 164 224 139 154 106 33 198 129 184 196 129 65 66 64 0
3038, 92 226 225 80 222 224 172 173 154 54 178 5 33 113 162 65 66 88 229
3039, 8 222 140 224 217 172 173 154 7 220 50 204 198 43 6 89 91 88 0
3040, 90 222 224 172 173 154 54 22 115 68 69 67 1
3041, 222 224 174 171 94 172 173 154 54 50 204 84 68 66 64 0
3042, 71 225 90 181 177 174 170 172 173 154 214 77 22 84 127 205 89 91 88 0
3043, 225 222 140 224 154 19 209 36 51 115 65 74 168 229
3044, 222 123 224 54 19 206 68 66 88 0
3045, 225 222 224 154 206 68 66 64 0
3046, 225 204 222 222 113 65 66 64 0
3047, 225 204 181 173 172 86 84 65 66 88 0
3048, 225 204 222 25 222 173 172 214 62 31 89 91 88 0
3049, 222 214 84 65 69 67 0
3050, 222 222 53 119 171 57 173 172 106 7 100 220 62 190 6 89 66 67 0
3051, 225 204 222 222 178 119 106 50 190 59 65 91 88 0
3052, 204 222 222 172 95 89 91 88 229
3053, 6 89 91 88 0
3054, 124 225 90 222 154 106 22 199 68 69 64 1
3055, 92 225 204 222 179 222 217 169 68 66 88 0
3056, 225 204 222 222 172 178 103 77 50 32 146 104 215 89 91 72 229
3057, 225 222 222 172 36 89 91 72 229
3058, 92 225 204 222 222 139 172 178 50 6 68 66 64 0
3059, 204 140 139 178 44 113 113 187 68 66 88 0
3060, 225 222 53 119 173 172 154 37 86 22 6 65 66 64 1
3061, 92 225 222 179 222 36 65 91 88 0
3062, 44 65 66 72 0
3063, 204 222 123 139 173 172 106 100 25 54 86 62 59 89 91 88 0
3064, 225 222 222 217 173 172 106 220 62 190 96 65 66 64 0
3065, 222 222 139 109 65 66 88 0
3066, 204 222 44 36 187 68 91 72 229
3067, 71 225 90 105 222 179 222 181 217 170 94 173 172 154 136 106 37 103 86 62 77 22 209 42 68 135 133 1
3068, 225 222 222 37 25 54 190 187 89 91 88 0
3069, 92 222 222 7 6 89 91 88 0
3070, 225 222 140 113 68 69 64 1
3071, 225 204 140 222 173 172 178 50 33 130 211 68 91 72 229
3072, 90 217 170 172 154 136 84 84 134 69 133 230
3073, 222 113 113 65 66 88 0
3074, 225 140 32 115 65 66 64 0
3075, 225 222 179 222 53 119 173 172 136 37 62 22 6 65 66 64 0
3076, 204 222 222 217 173 172 78 81 22 190 28 96 65 66 64 0
3077, 92 225 80 204 222 140 179 222 139 172 33 44 187 68 66 88 0
3078, 225 222 179 217 113 65 66 88 0
3079, 225 173 172 154 7 100 220 22 209 42 65 66 64 0
3080, 189 222 222 115 117 65 91 88 0
3081, 225 222 222 119 78 81 32 146 44 39 89 74 88 229
3082, 8 225 222 179 222 173 172 62 190 113 68 66 64 0
3083, 23 222 139 206 65 66 88 229
3084, 44 65 91 72 229
3085, 225 204 222 222 139 187 89 91 88 229
3086, 225 204 222 25 222 181 173 172 154 106 37 86 78 81 50 190 113 68 66 64 0
3087, 44 65 66 72 0
3088, 8 8 225 222 179 222 181 217 173 172 37 37 6 65 66 67 1
3089, 225 222 94 173 172 178 119 106 103 100 86 62 33 190 59 65 66 64 0
3090, 204 178 119 44 36 68 91 168 0
3091, 113 113 65 66 64 0
3092, 225 222 222 181 53 119 173 172 100 115 65 66 64 0
3093, 225 204 222 222 53 119 173 172 154 214 119 106 100 25 54 50 190 6 89 91 88 0
3094, 71 225 90 222 181 217 170 173 172 154 136 106 7 100 86 220 33 22 6 68 69 67 1
3095, 225 204 222 32 13 115 117 65 91 72 229
3096, 92 204 222 222 53 119 154 187 65 66 88 0
3097, 204 222 181 173 172 86 50 113 65 66 88 0
3098, 6 113 113 89 91 88 0
3099, 84 65 66 64 0
3100, 132 2 89 91 88 0
3101, 225 222 222 178 6 89 74 88 0
3102, 225 25 7 100 87 89 91 88 0
3103, 8 225 204 222 222 25 54 86 42 68 66 64 0
3104, 92 225 80 204 222 25 222 94 173 172 100 25 54 62 78 81 6 89 91 64 0
3105, 92 225 80 204 222 178 50 33 44 68 66 88 0
3106, 225 105 222 179 222 94 154 119 37 103 86 220 62 77 22 6 65 69 67 0
3107, 36 89 91 88 0
3108, 92 222 179 222 173 172 172 119 103 62 48 22 209 36 206 65 66 64 0
3109, 225 204 222 222 53 119 113 113 65 66 88 0
3110, 225 222 222 172 109 65 66 88 0
3111, 204 222 222 139 178 50 15 194 192 68 91 72 229
3112, 225 222 181 170 173 172 154 106 33 22 36 68 69 67 1
3113, 92 225 204 222 222 119 77 78 81 190 44 113 113 65 66 64 229
3114, 204 222 222 94 154 106 100 25 54 50 190 96 89 91 64 0
3115, 225 204 222 222 172 7 86 220 209 209 6 65 66 64 0
3116, 92 225 80 222 179 222 173 172 154 119 36 65 66 64 0
3117, 222 179 222 94 173 172 25 54 78 81 42 89 91 88 0
3118, 222 222 173 172 25 54 220 62 50 6 65 66 64 0
3119, 92 225 80 222 222 139 106 103 190 27 129 129 196 65 91 88 229
3120, 71 225 204 222 222 170 94 154 119 106 86 77 78 81 33 22 190 6 68 66 67 1
3121, 92 225 80 204 222 222 178 86 190 15 65 66 72 0
3122, 225 80 204 222 222 139 172 178 44 15 68 66 72 229
3123, 92 225 222 222 173 172 178 214 106 103 86 190 15 65 66 67 0
3124, 225 204 222 179 181 217 154 136 42 113 113 65 66 88 0
3125, 214 113 113 89 91 88 0
3126, 80 204 222 222 139 178 119 146 209 6 52 65 66 88 229
3127, 71 86 6 68 69 64 1
3128, 92 225 80 204 222 222 139 173 172 25 54 113 113 162 65 91 88 229
3129, 204 178 27 194 192 68 66 72 0
3130, 71 225 204 173 25 54 6 65 66 64 0
3131, 92 225 80 204 222 123 179 222 172 178 103 25 54 33 187 65 74 88 229
3132, 225 181 170 173 172 136 86 62 48 22 6 65 69 133 1
3133, 225 80 204 222 179 222 139 53 119 173 172 103 50 130 89 91 72 0
3134, 113 113 89 91 88 0
3135, 92 80 204 222 222 172 32 44 130 89 91 72 229
3136, 44 65 66 88 229
3137, 225 113 113 68 66 88 0
3138, 225 173 172 178 113 68 66 72 0
3139, 92 225 80 204 222 139 173 172 33 15 65 91 88 0
3140, 222 139 178 77 146 44 209 39 68 66 88 229
3141, 222 22 206 65 66 88 0
3142, 92 225 80 204 222 179 139 33 44 49 116 65 91 72 229
3143, 225 222 222 217 173 172 206 68 66 64 0
3144, 80 178 146 52 89 91 64 229
3145, 225 170 173 172 154 106 103 86 22 190 6 96 199 65 66 67 0
3146, 225 105 204 25 94 103 25 54 77 50 146 59 65 91 64 0
3147, 225 222 222 173 172 178 112 89 91 88 229
3148, 204 222 222 139 178 13 129 129 68 91 72 0
3149, 71 225 90 222 179 222 139 136 22 6 187 89 91 64 0
3150, 113 113 89 91 88 0
3151, 92 225 222 173 96 199 65 66 72 0
3152, 119 65 66 72 229
3153, 113 113 89 91 88 0
3154, 222 25 179 222 173 214 25 54 62 33 42 95 89 66 64 0
3155, 204 222 222 172 103 146 215 89 91 72 229
3156, 222 222 172 218 68 66 88 229
3157, 71 225 181 173 172 103 86 187 199 65 66 64 0
3158, 43 65 66 64 0
3159, 225 222 181 217 173 172 106 113 65 66 64 0
3160, 225 222 178 119 220 209 209 169 65 66 88 0
3161, 225 204 222 222 139 173 172 214 113 113 89 91 88 0
3162, 222 179 222 173 172 209 6 199 65 66 88 0
3163, 80 173 172 36 65 91 88 229
3164, 225 222 113 68 69 64 0
3165, 225 222 222 94 173 172 78 81 59 89 91 88 229
3166, 6 113 113 89 91 88 0
3167, 225 204 222 217 25 54 78 81 113 113 68 69 64 0
3168, 225 222 173 172 214 50 113 113 113 68 66 64 0
3169, 225 204 222 222 96 65 91 72 229
3170, 105 140 222 139 94 7 25 54 220 77 146 6 39 65 91 88 229
3171, 225 103 220 18 65 66 88 0
3172, 92 222 179 181 139 173 172 113 113 65 66 64 0
3173, 92 225 222 222 173 172 100 62 48 190 129 129 89 91 88 0
3174, 92 225 80 37 78 81 50 190 98 199 89 91 88 0
3175, 225 222 222 139 119 86 42 65 66 64 0
3176, 92 225 80 204 222 179 222 172 77 78 81 33 146 49 116 65 91 88 0
3177, 225 222 222 113 113 65 66 64 0
3178, 181 170 173 172 86 77 33 43 42 68 69 67 1
3179, 92 80 204 222 139 44 162 68 91 72 229
3180, 80 222 140 222 36 65 91 72 229
3181, 71 225 90 181 217 170 154 136 37 77 42 68 69 67 1
3182, 92 225 222 179 222 173 172 103 36 65 66 88 0
3183, 225 204 222 173 172 25 54 113 113 113 68 66 88 0
3184, 225 204 222 222 173 172 220 113 68 69 67 0
3185, 6 89 91 88 0
3186, 92 225 204 222 25 179 222 139 37 103 50 33 187 68 66 88 0
3187, 225 105 222 179 222 139 37 103 146 6 39 89 91 88 0
3188, 225 222 222 139 77 78 81 50 33 113 65 66 64 0
3189, 71 225 222 181 139 173 172 178 106 86 190 197 68 69 67 0
3190, 225 204 222 222 50 130 89 91 72 229
3191, 225 222 179 217 172 37 100 113 113 65 66 67 0
3192, 225 222 222 173 172 7 146 209 87 89 91 88 0
3193, 65 66 88 229
3194, 23 92 225 80 222 222 139 53 119 173 172 119 106 78 81 190 6 98 89 91 67 0
3195, 92 225 80 204 222 179 222 173 172 119 113 113 162 89 91 72 229
3196, 92 80 204 222 222 139 178 146 44 98 65 91 72 229
3197, 222 222 89 66 88 0
3198, 92 225 80 204 222 179 222 173 178 44 187 65 91 72 0
3199, 206 11 89 91 64 0
3200, 89 66 72 229
3201, 92 225 222 222 173 172 62 50 15 113 113 130 65 66 88 0
3202, 225 222 140 222 181 173 172 154 136 103 86 220 62 62 6 42 65 66 67 0
3203, 225 222 222 53 119 173 172 154 42 187 65 66 64 0
3204, 98 89 74 72 229
3205, 204 222 222 113 113 65 66 88 0
3206, 113 89 91 88 0
3207, 225 204 222 140 222 217 53 119 171 57 173 172 25 54 187 89 91 64 0
3208, 71 222 123 181 217 172 154 86 62 190 6 68 69 67 1
3209, 129 129 6 89 91 88 0
3210, 222 25 54 84 68 69 67 1
3211, 225 222 140 222 172 43 117 68 66 72 0
3212, 7 25 54 22 209 113 65 66 88 0
3213, 225 113 68 69 67 1
3214, 92 80 222 139 77 50 6 28 65 91 88 229
3215, 8 225 181 217 220 6 68 69 67 1
3216, 225 222 181 173 172 113 113 65 66 88 0
3217, 225 222 181 217 53 119 173 172 154 136 86 113 68 69 64 1
3218, 92 80 222 179 222 94 78 81 39 113 113 65 91 88 229
3219, 225 179 53 119 171 57 173 154 6 15 199 65 66 88 0
3220, 92 225 204 25 179 222 217 77 115 65 66 88 229
3221, 71 225 90 222 173 172 7 103 86 220 42 113 113 68 69 64 1
3222, 113 89 91 88 0
3223, 225 140 181 171 57 59 84 68 69 64 1
3224, 115 89 91 88 0
3225, 109 65 66 72 229
3226, 92 80 222 222 139 217 173 106 7 25 54 190 6 59 65 66 64 0
3227, 80 222 222 119 32 36 89 91 72 229
3228, 92 225 204 222 181 178 18 65 66 72 229
3229, 225 222 139 214 119 113 89 91 88 0
3230, 71 90 222 181 170 106 37 62 77 22 84 134 69 133 1
3231, 225 173 172 154 7 115 117 68 66 88 0
3232, 225 222 139 214 119 106 190 113 113 65 66 64 0
3233, 204 222 222 172 103 25 54 86 78 81 6 59 68 69 88 0
3234, 84 89 91 88 0
3235, 65 66 64 0
3236, 92 225 80 222 222 173 172 78 81 48 6 59 98 89 91 88 0
3237, 92 222 222 181 173 172 206 68 66 64 0
3238, 225 222 222 206 65 66 88 0
3239, 71 225 173 172 86 33 209 84 84 68 69 64 1
3240, 71 225 90 181 217 170 173 172 37 103 86 62 22 43 6 68 69 67 1
3241, 111 89 91 88 0
3242, 204 25 54 50 33 146 44 209 104 65 91 72 229
3243, 71 222 173 172 119 86 62 48 22 190 42 65 66 64 0
3244, 225 90 222 140 181 170 173 172 154 136 37 86 108 68 69 67 1
3245, 225 222 222 50 32 130 89 91 72 229
3246, 204 222 139 178 119 44 121 130 65 66 72 229
3247, 222 222 139 50 206 68 66 88 0
3248, 71 140 179 217 173 172 136 86 220 22 6 68 69 67 0
3249, 225 222 171 57 173 172 154 187 199 65 66 64 0
3250, 225 222 25 222 139 94 172 154 106 103 25 54 220 33 190 196 65 91 64 0
3251, 225 222 43 113 113 134 69 64 1
3252, 92 222 173 172 62 95 121 130 68 66 88 0
3253, 217 113 113 65 66 72 0
3254, 92 95 65 91 168 229
3255, 71 225 90 222 181 171 57 170 173 172 154 136 37 62 77 22 6 42 59 84 134 135 133 1
3256, 204 222 140 222 172 50 13 109 68 66 88 0
3257, 225 204 222 139 173 172 178 62 95 130 89 91 88 0
3258, 225 204 222 172 119 113 68 66 64 0
3259, 222 6 199 89 91 88 0
3260, 222 222 37 6 42 89 66 88 0
3261, 204 222 123 139 113 113 187 68 69 64 0
3262, 172 178 100 62 48 129 129 6 89 91 88 0
3263, 225 222 179 222 209 113 113 68 66 88 0
3264, 204 222 222 173 172 178 146 44 194 192 65 66 72 229
3265, 204 222 222 139 178 206 68 66 88 0
3266, 225 204 222 179 222 209 36 65 66 88 0
3267, 65 91 64 0
3268, 204 222 222 139 119 44 36 68 91 168 229
3269, 113 113 89 91 88 0
3270, 222 173 172 25 54 86 44 197 65 66 88 0
3271, 225 222 222 139 173 172 178 62 190 6 15 89 91 64 229
3272, 225 222 222 217 173 172 154 25 54 86 113 113 65 66 64 0
3273, 222 103 50 115 117 65 66 88 0
3274, 222 222 173 172 36 65 91 88 0
3275, 225 204 222 222 178 119 146 190 6 89 91 88 229
3276, 225 222 222 190 6 65 91 88 229
3277, 225 222 222 173 172 37 146 6 96 65 66 64 0
3278, 225 222 140 222 154 103 25 54 187 89 91 88 0
3279, 222 222 181 32 129 129 65 66 88 0
3280, 225 222 222 172 119 37 62 77 187 65 66 64 0
3281, 222 222 139 178 32 209 36 68 91 72 229
3282, 59 89 91 88 0
3283, 225 222 25 217 171 57 25 54 62 113 113 65 66 64 0
3284, 225 204 222 222 139 178 190 44 129 129 65 91 88 229
3285, 225 80 204 222 25 222 94 172 25 54 78 81 146 6 89 91 168 229
3286, 71 225 204 222 222 170 94 173 172 106 25 54 86 78 81 33 6 68 66 64 1
3287, 225 222 222 217 172 106 25 54 62 190 187 89 91 88 0
3288, 225 37 22 115 199 65 66 64 0
3289, 225 204 222 222 172 25 54 62 190 42 187 89 91 88 0
3290, 92 225 204 222 179 222 53 119 173 172 119 78 81 50 113 113 65 66 88 0
